dataset,algorithm,base_algorithm,ls_mode,run,seed,pop_size,max_iter,known_best,best_score_with_penalty,cost_without_vehicle_penalty,gap_percent_without_vehicle_penalty,gap_percent_with_penalty,route_count,expected_vehicles,max_route_load,capacity,valid_core_solution,vehicle_count_valid,feasible_solution,vehicle_violation_count,missing_count,extra_count,duplicate_count,capacity_violation_count,runtime_sec,time_to_best_sec,iter_to_best,eval_to_best,profile_initialization_time,profile_decode_time,profile_split_time,profile_vehicle_repair_time,profile_two_opt_time,profile_relocate_time,profile_local_search_total_time,profile_cost_evaluation_time,profile_lamarckian_writeback_time,profile_position_update_time,profile_evaluation_total_time,profile_route_distance_calls,profile_evaluations,profile_other_time
A-n80-k10,WOA,WOA,none,2,502028,40,200,1763.0,3310.0,3310.0,87.74815655133295,87.74815655133295,10,10,100,100,True,True,True,0,0,0,0,0,0.5227184000000307,0.4479140999999913,159,6324,0.007188400000018191,0.06418300000086674,0.06265280000235407,0.15859619999866936,0.0,0.0,0.16923529999849052,0.0541253999982132,0.10702809999997953,0.047382199999731256,0.4644431000014606,80010,8000,0.02156230000019832
A-n80-k10,WOA,WOA,none,3,502029,40,200,1763.0,3509.0,3509.0,99.03573454339194,99.03573454339194,10,10,100,100,True,True,True,0,0,0,0,0,0.48153579999996055,0.13440379999997276,35,1384,0.007885600000008708,0.062460799996529204,0.06233130000299525,0.13934000000227797,0.0,0.0,0.14982120000138366,0.03744749999918895,0.1053817000005779,0.04671869999998535,0.4245059000027709,80010,8000,0.01997019999839722
A-n80-k10,SSA,SSA,none,1,503027,40,200,1763.0,4007.0,4007.0,127.2830402722632,127.2830402722632,10,10,100,100,True,True,True,0,0,0,0,0,0.7326231000000121,0.6391357999999627,145,5765,0.007092000000000098,0.06635510000182876,0.06436189999953967,0.3323274999941077,0.0,0.0,0.34390939999582315,0.08960660000133203,0.1110133999980576,0.03833169999961683,0.6827673999998751,80010,8000,0.02353490000552938
A-n80-k10,SSA,SSA,none,2,503028,40,200,1763.0,3641.0,3641.0,106.52297220646625,106.52297220646625,10,10,100,100,True,True,True,0,0,0,0,0,0.6316375000000107,0.5648698999999624,160,6362,0.006971799999973882,0.06513209999690162,0.06273900000172716,0.24175740000237056,0.0,0.0,0.2529708000007531,0.08291699999853108,0.10993990000031317,0.03896310000050107,0.5810785999992731,80010,8000,0.023217199999692184
A-n80-k10,SSA,SSA,none,3,503029,40,200,1763.0,3521.0,3521.0,99.71639251276234,99.71639251276234,10,10,100,100,True,True,True,0,0,0,0,0,0.7898361000000023,0.6452143999999862,137,5441,0.007298699999978453,0.06679789999947161,0.06441020000028175,0.374634999998932,0.0,0.0,0.3866384999955699,0.100162099999352,0.11320759999921393,0.03916960000032077,0.7388115000001108,80010,8000,0.024155000002451743
A-n80-k10,M-WOA,WOA,2opt_qualitybalanced_relocate,1,504027,40,200,1763.0,2043.0,2043.0,15.882019285309132,15.882019285309132,10,10,100,100,True,True,True,0,0,0,0,0,9.808667200000002,9.751693199999977,200,7963,0.007129899999995359,0.0891717999987236,0.07142439999682892,0.34049540000438583,3.8394227999990562,5.079121699999575,9.281962400002158,0.1196350000012103,0.16087070000151016,0.05749379999991788,9.732745600000044,8139404,8000,0.04390169999879845
A-n80-k10,M-WOA,WOA,2opt_qualitybalanced_relocate,2,504028,40,200,1763.0,2037.0,2037.0,15.541690300623937,15.541690300623937,10,10,100,100,True,True,True,0,0,0,0,0,10.848729600000013,8.267353799999967,169,6733,0.007169099999998707,0.08539000000001806,0.06996069999451038,0.24670510000413515,3.5298403000047074,6.5526288000017985,10.350911100000587,0.10648969999908786,0.15330409999882022,0.055618299999821375,10.775354499998343,7847804,8000,0.04162349999711523
A-n80-k10,M-WOA,WOA,2opt_qualitybalanced_relocate,3,504029,40,200,1763.0,2075.0,2075.0,17.697107203630175,17.697107203630175,10,10,100,100,True,True,True,0,0,0,0,0,7.6083618000000115,7.518051400000047,200,7964,0.00717259999998987,0.08017810000370673,0.06853019999834942,0.3349933000020542,4.0721485000019015,2.6961206000020184,7.124521400003005,0.11273980000004258,0.14184700000186012,0.05498999999986154,7.536993500000278,8646826,8000,0.03964169999022715
A-n80-k10,M-SSA,SSA,2opt_qualitybalanced_relocate,1,505027,40,200,1763.0,2111.0,2111.0,19.73908111174135,19.73908111174135,10,10,100,100,True,True,True,0,0,0,0,0,14.401949399999978,11.580370500000015,169,6721,0.006990200000018376,0.08989039999602255,0.07060000000325317,0.40020310000267045,5.286327199998198,8.151619099999323,13.861133500002609,0.1435661999988156,0.16275429999933522,0.04525609999956259,14.337658400000805,11433085,8000,0.04474280000277986
A-n80-k10,M-SSA,SSA,2opt_qualitybalanced_relocate,2,505028,40,200,1763.0,2257.0,2257.0,28.020419739081113,28.020419739081113,10,10,100,100,True,True,True,0,0,0,0,0,13.862547000000006,10.598826400000007,165,6561,0.007185300000003281,0.08913370000129817,0.07039510000447535,0.40710809999382036,5.113392900000122,7.780040199999121,13.32337520000226,0.14362879999919187,0.16215880000464722,0.04504449999984672,13.798350399998526,11051638,8000,0.044459599997480836
A-n80-k10,M-SSA,SSA,2opt_qualitybalanced_relocate,3,505029,40,200,1763.0,2263.0,2263.0,28.360748723766307,28.360748723766307,10,10,99,100,True,True,True,0,0,0,0,0,14.716818799999999,9.160972199999946,140,5561,0.007056900000009136,0.08940849999549982,0.07032829999758405,0.3854399000010744,5.154896600002928,8.618177199999877,14.181244000002891,0.14044430000211605,0.16170550000055073,0.04540309999993042,14.652763099998992,11231578,8000,0.04395850000042856
B-n50-k7,WOA,WOA,none,1,602027,40,200,741.0,1699.0,1699.0,129.28475033738192,129.28475033738192,7,7,99,100,True,True,True,0,0,0,0,0,0.26130399999999554,0.1380513000000292,101,4002,0.0036293000000000575,0.0427300999984368,0.0402848999995058,0.01247270000322942,0.0,0.0,0.020653400000810507,0.024341700001855315,0.07327460000004749,0.04493549999995139,0.2081651000019633,56007,8000,0.019635199996969277
B-n50-k7,WOA,WOA,none,2,602028,40,200,741.0,1566.0,1566.0,111.33603238866397,111.33603238866397,7,7,99,100,True,True,True,0,0,0,0,0,0.28895060000002104,0.1635622000000012,106,4218,0.0035417000000279586,0.042690799998410967,0.04015909999560563,0.03226939999916567,0.0,0.0,0.040878699999666424,0.030418300003987042,0.07403149999993275,0.04527339999975766,0.2349965999997039,56007,8000,0.020566400003133367
B-n50-k7,WOA,WOA,none,3,602029,40,200,741.0,1822.0,1822.0,145.88394062078274,145.88394062078274,7,7,100,100,True,True,True,0,0,0,0,0,0.2538582999999903,0.04418060000000423,31,1228,0.0035265999999865016,0.04269650000026104,0.04001489999905061,0.008680299999525687,0.0,0.0,0.016585800003269924,0.02178130000118017,0.07287329999707026,0.04500539999975217,0.20066790000032597,56007,8000,0.019280000003163877
B-n50-k7,SSA,SSA,none,1,603027,40,200,741.0,1917.0,1917.0,158.70445344129556,158.70445344129556,7,7,98,100,True,True,True,0,0,0,0,0,0.2790593999999942,0.19613720000000967,130,5161,0.003472799999997278,0.043063699997560434,0.040375299997322145,0.020947500001284425,0.0,0.0,0.029680299999768067,0.045107499999915035,0.07400649999692632,0.03126139999949373,0.23920179999839775,56007,8000,0.020824700007494812
B-n50-k7,SSA,SSA,none,2,603028,40,200,741.0,1986.0,1986.0,168.0161943319838,168.0161943319838,7,7,97,100,True,True,True,0,0,0,0,0,0.26690129999997225,0.17087920000000167,119,4753,0.003481200000010176,0.042251000003318495,0.040227300000765354,0.012754599999539096,0.0,0.0,0.02126079999857211,0.043131200000743775,0.07323819999839998,0.03149789999940822,0.22692609999847946,56007,8000,0.02031989999778716
B-n50-k7,SSA,SSA,none,3,603029,40,200,741.0,1815.0,1815.0,144.93927125506073,144.93927125506073,7,7,100,100,True,True,True,0,0,0,0,0,0.2868209999999749,0.1995172000000025,126,5014,0.0035378999999693406,0.043081700002630896,0.040628999998659765,0.025499399999091565,0.0,0.0,0.03407849999666723,0.045531999999980144,0.07559710000140285,0.0319087999997123,0.24575959999975794,56007,8000,0.02103509999852804
B-n50-k7,M-WOA,WOA,2opt_qualitybalanced_relocate,1,604027,40,200,741.0,871.0,871.0,17.54385964912281,17.54385964912281,7,7,97,100,True,True,True,0,0,0,0,0,6.955913800000019,1.760355000000004,60,2390,0.0035093000000188113,0.05771320000127389,0.046310699998798555,0.03806860000213419,2.256256500001541,4.289147400000161,6.601553400001933,0.06653849999980821,0.107038700000885,0.05416070000029549,6.887960600000099,5011649,8000,0.03717019999510285
B-n50-k7,M-WOA,WOA,2opt_qualitybalanced_relocate,2,604028,40,200,741.0,744.0,744.0,0.4048582995951417,0.4048582995951417,7,7,100,100,True,True,True,0,0,0,0,0,13.050150900000006,8.445322800000042,148,5881,0.004027100000030259,0.06644159999729027,0.04801350000172988,0.04374489999560183,1.8920355000017253,10.704678600000307,12.660178400001257,0.06662169999890466,0.12791870000120298,0.05581840000019156,12.978374400002053,4748406,8000,0.04085090000302216
B-n50-k7,M-WOA,WOA,2opt_qualitybalanced_relocate,3,604029,40,200,741.0,876.0,876.0,18.218623481781375,18.218623481781375,7,7,99,100,True,True,True,0,0,0,0,0,5.1294873999999595,1.667527199999995,64,2523,0.0036238000000139436,0.05738670000158663,0.04580600000207369,0.044450600003244745,2.1301763999991863,2.5866232000037144,4.779053799996234,0.0647665999970286,0.10643000000317215,0.053537099999857674,5.062224300001503,4409234,8000,0.036686999990081404
B-n50-k7,M-SSA,SSA,2opt_qualitybalanced_relocate,1,605027,40,200,741.0,752.0,752.0,1.484480431848853,1.484480431848853,7,7,98,100,True,True,True,0,0,0,0,0,12.393133199999966,10.617369399999973,183,7281,0.003557199999988825,0.06443499999528512,0.0474123999986773,0.04027630000467752,2.0397238999979663,9.925333099999364,12.024544100002629,0.06997100000398859,0.12251249999985703,0.039289800000517516,12.337838800004192,5121128,8000,0.040621999999643776
B-n50-k7,M-SSA,SSA,2opt_qualitybalanced_relocate,2,605028,40,200,741.0,746.0,746.0,0.6747638326585695,0.6747638326585695,7,7,98,100,True,True,True,0,0,0,0,0,11.433065099999965,8.093704000000002,158,6281,0.0035133999999743537,0.06193410000065569,0.0468938000008734,0.03740580000015825,2.2295663000047625,8.78957610000208,11.075315399999567,0.07151000000038721,0.1148446000020158,0.03822720000027857,11.37944320000139,5486383,8000,0.03959379998877921
B-n50-k7,M-SSA,SSA,2opt_qualitybalanced_relocate,3,605029,40,200,741.0,741.0,741.0,0.0,0.0,7,7,100,100,True,True,True,0,0,0,0,0,11.332277599999998,8.660268700000017,161,6401,0.0038549999999872853,0.06142110000024559,0.04707380000309058,0.04331149999836725,2.1735723999987613,8.742155500001388,10.977749800001448,0.07263760000398634,0.11241730000352845,0.03691810000020723,11.280303899996852,5329672,8000,0.038915299990435415
P-n76-k4,WOA,WOA,none,1,702027,40,200,593.0,1808.0,1808.0,204.8903878583474,204.8903878583474,4,4,350,350,True,True,True,0,0,0,0,0,1.5080820000000017,0.011370300000010047,5,169,0.0038551999999754116,0.06503689999703965,0.0622420000005377,1.1830165999995188,0.0,0.0,1.191725100002941,0.01641290000003437,0.10588579999858894,0.04803620000001274,1.4487669000011465,32004,8000,0.023596400004294082
P-n76-k4,WOA,WOA,none,2,702028,40,200,593.0,1803.0,1803.0,204.04721753794266,204.04721753794266,4,4,350,350,True,True,True,0,0,0,0,0,0.6306410000000255,0.04595830000005208,15,567,0.00398539999997638,0.06020609999904991,0.06021889999976793,0.3229194000028883,0.0,0.0,0.3301448999994818,0.017466100002138774,0.09925459999527675,0.046527900000171485,0.5742817999985164,32004,8000,0.020062600000755992
P-n76-k4,WOA,WOA,none,3,702029,40,200,593.0,1803.0,1803.0,204.04721753794266,204.04721753794266,4,4,350,350,True,True,True,0,0,0,0,0,0.3558420999999612,0.0075398999999833904,3,104,0.003790100000003349,0.05885649999703446,0.059859499997060084,0.0573714000024097,0.0,0.0,0.0638382999974283,0.014348199998721611,0.09741230000213363,0.045662299999946754,0.30119570000198337,32004,8000,0.0185418000026516
P-n76-k4,SSA,SSA,none,1,703027,40,200,593.0,1821.0,1821.0,207.08263069139966,207.08263069139966,4,4,350,350,True,True,True,0,0,0,0,0,0.4724377000000004,0.38294759999996586,140,5563,0.0037876999999753025,0.060423100002594765,0.060903600000131064,0.1301504000007867,0.0,0.0,0.1375621999999339,0.061006399999030236,0.09967450000056033,0.036055400000350346,0.4266324999987887,32004,8000,0.02043659999657166
P-n76-k4,SSA,SSA,none,2,703028,40,200,593.0,1814.0,1814.0,205.90219224283305,205.90219224283305,4,4,350,350,True,True,True,0,0,0,0,0,0.515319599999998,0.35699590000001535,120,4761,0.004138800000021092,0.06011899999742809,0.06082810000111749,0.17087420000035536,0.0,0.0,0.1781589000009376,0.06217779999877848,0.1006631999982801,0.03635840000072221,0.4690288000009559,32004,8000,0.020160100003295156
P-n76-k4,SSA,SSA,none,3,703029,40,200,593.0,1707.0,1707.0,187.858347386172,187.858347386172,4,4,350,350,True,True,True,0,0,0,0,0,0.4270825999999488,0.33106349999997065,136,5401,0.003963499999997566,0.05998090000059619,0.06067310000088355,0.09537520000037603,0.0,0.0,0.10235879999737563,0.050409699997942425,0.09984959999979992,0.03653060000010555,0.380829399997765,32004,8000,0.020300000000247564
P-n76-k4,M-WOA,WOA,2opt_qualitybalanced_relocate,1,704027,40,200,593.0,625.0,625.0,5.39629005059022,5.39629005059022,4,4,350,350,True,True,True,0,0,0,0,0,15.681661200000008,5.575635299999988,50,1974,0.0038496000000236563,0.0854384999977924,0.07153459999489087,0.12514689999568418,10.209507499999631,4.894031700003154,15.24648390000226,0.047170799997445556,0.1514504000015222,0.05310099999974227,15.611493399999347,23579608,8000,0.0404302000101211
P-n76-k4,M-WOA,WOA,2opt_qualitybalanced_relocate,2,704028,40,200,593.0,648.0,648.0,9.27487352445194,9.27487352445194,4,4,347,350,True,True,True,0,0,0,0,0,15.416104300000029,5.695176199999992,51,2009,0.003836900000010246,0.08411630000313153,0.07126000000283739,0.17840620000288254,9.734667399999353,5.051062899999295,14.982297200002506,0.051933999997061164,0.14750879999911604,0.05301800000046342,15.346429400000602,22754622,8000,0.040293799995879453
P-n76-k4,M-WOA,WOA,2opt_qualitybalanced_relocate,3,704029,40,200,593.0,685.0,685.0,15.51433389544688,15.51433389544688,4,4,350,350,True,True,True,0,0,0,0,0,20.570625899999982,5.6202359000000115,48,1884,0.00390799999996716,0.0894627999992963,0.07334639999675119,0.09094049999288245,11.407019499993226,8.59183389999879,20.108951700000773,0.05775989999756348,0.15894820000227128,0.05410500000016327,20.49822870000031,27106785,8000,0.04330170001907163
P-n76-k4,M-SSA,SSA,2opt_qualitybalanced_relocate,1,705027,40,200,593.0,638.0,638.0,7.588532883642496,7.588532883642496,4,4,350,350,True,True,True,0,0,0,0,0,29.293412700000033,27.217829499999937,185,7374,0.0038208000000281572,0.10036559999946348,0.07893379999950412,0.18271439999705308,19.47586170000517,9.081771499997615,28.761592399994697,0.09409360000034894,0.1805077000023516,0.045738999999912267,29.226448000003245,44834956,8000,0.04960459999858813
P-n76-k4,M-SSA,SSA,2opt_qualitybalanced_relocate,2,705028,40,200,593.0,662.0,662.0,11.63575042158516,11.63575042158516,4,4,348,350,True,True,True,0,0,0,0,0,28.15151370000001,22.90703069999995,156,6217,0.0038862999999764725,0.09966919999635593,0.07976929999699678,0.20375279999746,19.114388899992946,8.281176400009713,27.620559399998683,0.09536070000513064,0.17848429999605742,0.045442800000842,28.08485030000429,44178198,8000,0.04958300000453164
P-n76-k4,M-SSA,SSA,2opt_qualitybalanced_relocate,3,705029,40,200,593.0,651.0,651.0,9.780775716694773,9.780775716694773,4,4,348,350,True,True,True,0,0,0,0,0,27.247212500000046,25.924060800000007,182,7245,0.003903899999954774,0.09813879999774144,0.07841399999495025,0.20551169999066587,18.710312900002577,7.787810400007174,26.72474490000343,0.09111110000662848,0.17663799999456842,0.046569200000817546,27.179887600005486,42778870,8000,0.04880250000496744
